ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Sense_IDs
XV000275,kvw,Pei ba gedamuring dalite.,,,Roast the pig liver.,,,SN000259
XV000276,kvw,Bong yoku no tèdap gètati.,,,Two sticks stand close to one another.,,,SN000260
XV000277,kvw,Sèpira lang gèdap seli.,,,The canoe is moored near to the beach.,,,SN000260 ; SN001214
XV000278,kvw,Ilu ba de we.,,,The river is currently flooded.,,,SN000261 ; SN001504
XV000279,kvw,"De sobo nèmai nauna, newaka lesi lèmang.",,,"Before coming inside the house, I wash my feet first.",,,SN000262 ; SN000705 ; SN001261
XV000280,kvw,Mèlula deing kana?,,,How many bananas are there?,,,SN000263 ; SN000968
XV000281,kvw,Guru deing tèleki kana.,,,The teachers counted us.,,,SN000264 ; SN000367 ; SN000651
XV000282,kvw,Binatang deni war bong kiki deing aso gemira susa.,,,The animals and the flowers also were sad.,,,SN000264 ; SN000473
XV000283,kvw,deing de naung,,,some not yet,,,SN000265
XV000284,kvw,Ira taing gèdeing Suntaing ba Peitoko legèdap.,,,The waterfall named Suntaing is near Peitoko.,,,SN000266 ; SN000407
XV000285,kvw,Deingte awari ge?,,,When are you coming back?,,,SN000267 ; SN001495
XV000286,kvw,deke lèmukul,,,long pants,,,SN000268 ; SN000784
XV000287,kvw,deke tuk,,,"shorts, short trousers",,,SN000268 ; SN001377
XV000288,kvw,Newak ba podote neta dekeng wuing.,,,"While my leg is broken, I'm using a stick.",,,SN000269 ; SN001124 ; SN001566
XV000289,kvw,Tèmur diakal!,,,Run fast!,,,SN000271 ; SN000923
XV000290,kvw,Neta ol pok latutisi diakal gèyepeng.,,,I rock and pat the child so it falls asleep quickly.,,,SN000271 ; SN000594 ; SN001599
XV000291,kvw,Pètar mèlengsa teta pèter diari.,,,Later tonight we will fry corn.,,,SN000272 ; SN001190
XV000292,kvw,Neta mèlul kèlau ong diari.,,,We will fry the banans with coconut oil.,,,SN000272 ; SN000521
XV000293,kvw,Lèle ba medi diking ayang legèmitite.,,,Take the pot and put it on the stove.,,,SN000273 ; SN000776
XV000294,kvw,Dinel gèlak aya lemai.,,,The rain hits the glass pane.,,,SN000274 ; SN000576 ; SN000670
XV000295,kvw,Dings ganing Kalangbas mingte gèdai.,,,The people from the government arrived from Kalabahi.,,,SN000275 ; SN000343 ; SN000436
XV000296,kvw,Eta gèdir geina.,,,Later you'll see.,,,SN000276 ; SN000355
XV000297,kvw,Gaida nèdira.,,,He knows me.,,,SN000277
XV000298,kvw,Neta aning ba deina gèdir leng.,,,I value those people.,,,SN000278
XV000299,kvw,Teta tepa gèdir leng.,,,We will pay our respects to father.,,,SN000278
XV000300,kvw,Ol pok tèdir leng borong.,,,The child is very polite.,,,SN000279
XV000301,kvw,Aning tèdir leng naung.,,,The person does not respect us.,,,SN000279
XV000302,kvw,Naida ditok minèko.,,,I stayed in the cave.,,,SN000280
XV000303,kvw,Nea kibilko gèpai inalisa gèwai ditok minate.,,,"If my mother wants to clean thread, she goes to a cave.",,,SN000280 ; SN000469 ; SN001189
XV000304,kvw,Doilis ba lèmukul kida.,,,The seasnake is so long.,,,SN000281
XV000305,kvw,Kuasi bong gedok lena.,,,Fig trees have sap.,,,SN000282 ; SN000515 ; SN000683
XV000306,kvw,Markus ba gèmidi dolo ayang tona migèko.,,,Markus lives on the highest mountain up there.,,,SN000283
XV000307,kvw,Dring ba deina ada punak lente gèmur lai.,,,"When the smoke reaches the bees, they all flee.",,,SN000284 ; SN000682 ; SN001152
XV000308,kvw,Dring nor deina gèmur lai.,,,All the bees have fled.,,,SN000286 ; SN000567 ; SN000924
XV000309,kvw,Dring tok ba malang borong.,,,The honey was very sweet.,,,SN000287 ; SN000807
XV000310,kvw,Sin deing ino dupaing ali gèkodu.,,,Chinese people have now bought all the beeswax.,,,SN000289 ; SN000298 ; SN001241
XV000311,kvw,Gaida aningkang gèberdu.,,,He is a person who is strong in all things.,,,SN000289
XV000312,kvw,Tèbaku nènaite dudung.,,,"If you smoke a lot, you will cough.",,,SN000290 ; SN000990
XV000313,kvw,Asir ba bal nèpasite dudung asiding.,,,"If I eat a lot of salt, I cough and splutter.",,,SN000291
XV000314,kvw,dukung aruk,,,dried mud,,,SN000292
XV000315,kvw,duli boli,,,"bad, unsafe bay",,,SN000293
XV000316,kvw,duli kang,,,good bay,,,SN000293
XV000317,kvw,Lèpong balte sèpir ba gèmidi duli miseli.,,,There was a strong wind and so the canoe came landwards and harboured in the bay.,,,SN000293 ; SN000786 ; SN000857 ; SN000883
XV000318,kvw,Dum tèwaisi dulipaki kèpe lewengte.,,,We go to the forest to search for the vines of the dulipaki tree.,,,SN000294 ; SN000295 ; SN000557 ; SN000731
XV000319,kvw,Nakara aning dum ming gèketa.,,,In the past people shat in the forest.,,,SN000295 ; SN000466
XV000320,kvw,Noam kiling dum kana.,,,My beard has gotten thick.,,,SN000296 ; SN001047
XV000321,kvw,Teta tètai ledèlang.,,,We will sleep until midday.,,,SN000300 ; SN000600
XV000322,kvw,Nètai lèmang dèlang laite nèsir nèmit.,,,I slept until midday and then got up.,,,SN000300 ; SN000779
XV000323,kvw,Ing mèleng urak dèlang borong.,,,The moon is bright tonight.,,,SN000301 ; SN000391 ; SN001465
XV000324,kvw,"Sem gai gemaksud dèlang, geya gepa deing getème kana.",,,"Sem speaks openly about his purpose, and his parents listen.",,,SN000302 ; SN000751
XV000325,kvw,Kutual gai ira ba dèle lai.,,,The dog lapped up all the water.,,,SN000303 ; SN000536
XV000326,kvw,Wor ba dèlok borong.,,,The stone is very smooth.,,,SN000304 ; SN001549
XV000327,kvw,Nyènaing dèra bo!,,,We all sung.,,,SN000305 ; SN001043
XV000328,kvw,Tea dèra letetènar.,,,We go and teach singing/songs.,,,SN000306
XV000329,kvw,Sèpir ba gedèra sikek.,,,The sail of the boat is ripped.,,,SN000307 ; SN001232
XV000330,kvw,Tèwaisi teta dèra sek ba gèpai.,,,Let's go and make songs.,,,SN000308
XV000331,kvw,Teta dèra sek.,,,We will sing.,,,SN000309 ; SN001354
XV000332,kvw,sirwis gedère,,,remaining work,,,SN000310
XV000333,kvw,epaidem,,,your uncle,,,SN000311
XV000334,kvw,Aida ekui?,,,Did you fart?,,,SN000312 ; SN000517
XV000335,kvw,Markus gèdai kane?,,,Has Markus already come back?,,,SN000313
XV000336,kvw,Aida lailole?,,,Are you walking?,,,SN000313
XV000337,kvw,Ebur borong neta pong boling.,,,In the beginning I wrote like this,,,SN000314 ; SN001132
XV000338,kvw,Enal semel?,,,Can you lift it on your own?,,,SN000316
XV000339,kvw,Ol poko er lot kana.,,,The child has already crawled far.,,,SN000317
XV000340,kvw,Poting ba gai er bong ba legèmidi.,,,The catepillar crept up the tree.,,,SN000318 ; SN001136
XV000341,kvw,Munu ba er gèwai kana.,,,The snake has already slithered away.,,,SN000319
XV000342,kvw,Lang ming kulaka er no gètati.,,,On the beach there is a single pandanus tree.,,,SN000320 ; SN000519
XV000343,kvw,Ol akuima gerite!,,,Tell the group of kids first!,,,SN000321
XV000344,kvw,Nepa Hans gai nyeri kana.,,,Hans has already told us.,,,SN000321
XV000345,kvw,yerkoda,,,your chest,,,SN000323 ; SN001570
XV000346,kvw,"Tèbaku gènai kidate, gerkoda mèdita.",,,"Because he smokes a lot, his chest is painful.",,,SN000323 ; SN000940
XV000347,kvw,Neta esal medi.,,,I'm going to get your carrying pole.,,,SN000324
XV000348,kvw,Lailol nèko leesel.,,,I keep walking until tired.,,,SN000325 ; SN000640
XV000349,kvw,Nea lailol gèko lèmang esel.,,,My mother walks and gets tired immediately.,,,SN000325 ; SN000777
XV000350,kvw,Elomu etètuk eseng naung.,,,What you say is not clear.,,,SN000327 ; SN000755
XV000351,kvw,Badu net se.,,,I wear a shirt.,,,SN000328
XV000352,kvw,Nakara saku deing kèbul gaida get se.,,,"In the past, the elders wore loincloths.",,,SN000328 ; SN000543
XV000353,kvw,Eta gedeina lomute!,,,You say his name!,,,SN000329
XV000354,kvw,Ulung nete boli.,,,I don't know how to steer with a rudder.,,,SN000330 ; SN001460
XV000355,kvw,"Ol pok ba sai gete bolite, udina.",,,"Because the child didn't know how to swim, he drowned.",,,SN000330 ; SN001449
XV000356,kvw,Naida nete kang.,,,I know.,,,SN000331
XV000357,kvw,Neti yer.,,,I laughed a lot.,,,SN000332
XV000358,kvw,Ewe tètuk.,,,You talk.,,,SN000333 ; SN001446
XV000359,kvw,Gèwai gèmai galebolite gèmiti mono.,,,"He was came and went without success, and so he sat down.",,,SN000337 ; SN000629
XV000360,kvw,Neta gadi wuing.,,,I grabbed him.,,,SN000338 ; SN001567
XV000361,kvw,"Ol pok ipite gaisir, pangpo gis tèbisil borong.",,,The child is just born but it's body is very solid.,,,SN000340 ; SN000399 ; SN001398
XV000362,kvw,Tèma galungte gèpai wir mèkor.,,,The waves at sea are causing people to throw up.,,,SN000342 ; SN001528
XV000363,kvw,Naida Peitoko Purasi ganing.,,,I am a person of Peitoko Purasi.,,,SN000343
XV000364,kvw,Nola ganing tèlama.,,,I have 6 children.,,,SN000344
XV000365,kvw,Mei poko ganing tu taleskau.,,,Three women hug each other.,,,SN000344 ; SN001301
XV000366,kvw,Ol mèrung deina napa mingdu.,,,The children are all beneath me.,,,SN000345
XV000367,kvw,Kutual kander gapa mi gètaia.,,,The dog is sleeping beneath the chair.,,,SN000345 ; SN000441
XV000368,kvw,Gol getamu gènaingle gawi gèko.,,,All of his grandchildren are still living.,,,SN000346 ; SN000493 ; SN001060
XV000369,kvw,Gol deina gawi gèko.,,,All his children are still alive.,,,SN000346 ; SN001053
XV000370,kvw,Mede no keng lekèbaba gawi.,,,A table is covered completely by a cloth.,,,SN000347 ; SN000658
XV000371,kvw,Urak gèdai inipak gayang lewala.,,,Turtles come up onto the sand to lay eggs.,,,SN000348 ; SN000729 ; SN001466
XV000372,kvw,Adol ire gèmidi bong gayang legèmita.,,,The bird flies up to sit in the top part of the tree.,,,SN000348
XV000373,kvw,Gai wota lewakar gèmidi gekèbai medi.,,,He climbed up the coconut tree to get the young coconut.,,,SN000350 ; SN000538 ; SN000817 ; SN000856
XV000374,kvw,gemèli,,,the tasty one(s),,,SN000352
XV000375,kvw,Api sèpir mina semereki geatoka.,,,It's the fish in the canoe that the segull is pecking.,,,SN000352 ; SN001218
XV000376,kvw,Neta ol poko ireng gea sikola.,,,I accompany the child on the way to school.,,,SN000353 ; SN000413
XV000377,kvw,Ino nèmai geina.,,,Now I'm coming.,,,SN000354 ; SN000396
XV000378,kvw,Yèpang geina.,,,"You're dead (lit., Later you will be dead).",,,SN000355
XV000379,kvw,"Neta lomu geina, lewesi.",,,I want to say something so listen.,,,SN000355 ; SN000733
XV000380,kvw,Genal gèpai.,,,She did it by herself.,,,SN000356
XV000381,kvw,Nal-nal deina ami geti.,,,Put the things there.,,,SN000358
XV000382,kvw,Neta nal-nal medi ong gèwai geti mona.,,,I bring the things over and put them there.,,,SN000358
XV000383,kvw,Nal-nal geti mona.,,,The stuff is over there.,,,SN000359 ; SN000904
XV000384,kvw,Tas ayakal ba medi mei pok gewe wuing.,,,Give the girl the light bag to hold.,,,SN000360 ; SN001565
XV000385,kvw,Gewe sakalela.,,,He is dancing.,,,SN000360 ; SN001193
XV000386,kvw,"Tèwa sèrang krai gewengte, teta kena sete.",,,"When we want to go to a party, we put on cloth.",,,SN000364 ; SN001292
XV000387,kvw,Ginuku unang lewena.,,,The two of them searched for headlice.,,,SN000365 ; SN001461
XV000388,kvw,adayoku miyoku gèresing yoku,,,twenty-two,,,SN000366
XV000389,kvw,Ino guru kabu deing gèdai.,,,All the teachers arrived today.,,,SN000368 ; SN000397
XV000390,kvw,peda gèbak,,,machete sheath,,,SN000369
XV000391,kvw,Nepa gèmaina gèbaka milomu.,,,My father arrives and he also complied.,,,SN000370 ; SN000868
XV000392,kvw,"Gènasu tok gènai gèwalana, aning gèmarang takèwai.",,,"He get's drunk by himself drinking palm wine, then goes and gets into fights together with people.",,,SN000371 ; SN001360 ; SN001490
XV000393,kvw,"Aya ba maite, bong lak gènaing wolar.",,,"When the rain falls, all the leaves turn green.",,,SN000372 ; SN000803
XV000394,kvw,Aya keng kum no gènasu lakal.,,,A round cloud is floating alone.,,,SN000373 ; SN000524 ; SN000578
XV000395,kvw,Andreas gènasu gea sikola.,,,Andreas went alone to school.,,,SN000373
XV000396,kvw,gènasu-gènasu lailol,,,each one walks respectively,,,SN000374
XV000397,kvw,gèteing yoku,,,two days previous,,,SN000375
XV000398,kvw,gèteing tu,,,three days previous,,,SN000375
XV000399,kvw,Neta pui akumi getia gètumu kana.,,,I already paid for the bunches of betel nut.,,,SN000376
XV000400,kvw,ol idem,,,oldest child,,,SN000377
XV000401,kvw,Naida idem kang.,,,I am the elder.,,,SN000377
XV000402,kvw,Marten saku ba idem kangte borong gèma nanu.,,,Marten is an elder now so his voice is quiet.,,,SN000377 ; SN000791 ; SN001006
XV000403,kvw,Idem olik tènaingle tawi.,,,"All the family, young and old, were present in their entirety.",,,SN000378 ; SN000602 ; SN001341 ; SN001426
XV000404,kvw,keng ika,,,red cloth,,,SN000380 ; SN000458
XV000405,kvw,bong iko,,,seed of a tree,,,SN000381
XV000406,kvw,Tamak iko tèlam no lakala.,,,There are six tamarind seed pods hanging.,,,SN000381 ; SN000577
XV000407,kvw,Markus sauka ikipana gèmai.,,,Markus arrived a while ago.,,,SN000382
XV000408,kvw,ikipang lailol,,,walking since before,,,SN000382
XV000409,kvw,Markus sauka ikipida gèmai.,,,Markus arrived earlier.,,,SN000383
XV000410,kvw,"Mira mi nèmitite, ilel aning no lailol gèmai.",,,I was sitting inside when I saw someone come walking.,,,SN000385
XV000411,kvw,"Eta nanal medi mongsa, ilemel kang-kangte.",,,"If you go get stuff from there, choose carefully.",,,SN000386 ; SN001189
XV000412,kvw,Api ba geiling tèlera.,,,This fish has large scales.,,,SN000387 ; SN001415
XV000413,kvw,ilu inipak,,,river sand,,,SN000388 ; SN000394
XV000414,kvw,Mede makang lepu inalite.,,,Wipe that dirty table clean.,,,SN000389 ; SN000692 ; SN000806
XV000415,kvw,Nea inem lewengte.,,,My mother goes looking for sea creatures in the intertidal zone.,,,SN000390
XV000416,kvw,Gewaka lebolite geini ba gèmai tèwakaleng.,,,His foot was wounded and pus came out.,,,SN000392 ; SN000628 ; SN001447
XV000417,kvw,Piking oba inino.,,,These plates are of a different type.,,,SN000393 ; SN001119
XV000418,kvw,Hans sauka poko inising lailol.,,,Hans walked off on purpose.,,,SN000395
XV000419,kvw,Gai inising nèpoing.,,,He hit me deliberately.,,,SN000395
XV000420,kvw,"Nepa dagang gèko po, ino murika.",,,"My father is usually a trade, but at the moment he is bankrupt.",,,SN000396 ; SN000927 ; SN001007
XV000421,kvw,"Eta mede ba lededesa, ira ba wuli lai.",,,"If you upset the table, the water will spill all over.",,,SN000400 ; SN000635 ; SN001189 ; SN001568
XV000422,kvw,mudu ira,,,lemon juice,,,SN000401 ; SN000911
XV000423,kvw,"Ira bok teisa, kakus legèdap sèning.",,,"When you dig the well, don't do it close to the toilet.",,,SN000403 ; SN000433
XV000424,kvw,Aya maite ira kou gèmita.,,,The rain falls forming pools.,,,SN000405
XV000425,kvw,ol pok ira gèweli,,,bathe a child,,,SN000408
XV000426,kvw,Nea ira nèweli.,,,My mother washes me.,,,SN000408
XV000427,kvw,Nea gai bongkou ba mada lèmang irada lai.,,,My mother cooked the cassava until it became sloppy.,,,SN000409 ; SN000797
XV000428,kvw,aning iraing,,,crazy person,,,SN000410
XV000429,kvw,Saku mei poko kapo gaida irainapa!,,,May the old woman not be mad.,,,SN000410 ; SN000446
XV000430,kvw,Mèduk ba ire ditok migèwai.,,,The bat flew into the cave.,,,SN000411 ; SN000852 ; SN000944
XV000431,kvw,badu ires,,,wet shirt,,,SN000414
XV000432,kvw,Wekel ba lailol iring borong.,,,The current is running very fast.,,,SN000415 ; SN001508
XV000433,kvw,Nelokomang ba iruku borong.,,,My head is itchy.,,,SN000416
XV000434,kvw,"Api mada nèpaisa, nèbir mira iruka.",,,"If I eat fish, my lips have a reaction.",,,SN000417
XV000435,kvw,nis,,,my body,,,SN000418
XV000436,kvw,Kena medisi is kèbabate.,,,"Wrap yourself (lit., your body) up with a blanket.",,,SN000418 ; SN000537
XV000437,kvw,Nenang gis kum pak.,,,My older sibling is fat.,,,SN000418
XV000438,kvw,Pei gis ba de wolara.,,,That pig meat is still raw.,,,SN000419 ; SN001537
XV000439,kvw,Sirwis no gèpaia lèmang nis nèbak mèdit lai.,,,I work until my whole body hurts.,,,SN000420 ; SN000778 ; SN000940 ; SN001250
XV000440,kvw,Kutual ba gis boli kana.,,,The dog is already skinny.,,,SN000421
XV000441,kvw,Tis boli.,,,We are skinny.,,,SN000421
XV000442,kvw,Neta nis legèpai.,,,I righted my wrongs.,,,SN000422
XV000443,kvw,Eta is legèpaite!,,,Make amends for your mistakes!,,,SN000422
XV000444,kvw,Teta apia isik.,,,We are descaling the fish.,,,SN000423 ; SN001354
XV000445,kvw,ira itu,,,draw water,,,SN000424
XV000446,kvw,Buku ba iwe neweng.,,,That book is like mine.,,,SN000425
XV000447,kvw,Buku ba iwe neweng gèning.,,,That book is like mine.,,,SN000426
XV000448,kvw,Nyeta yel iyut gèlol lailol nyèmidi pur taing.,,,We go and follow the narrow path until reaching the garden.,,,SN000427 ; SN000568 ; SN001038 ; SN001315
XV000449,kvw,"Ilal balte, kadang ba uding.",,,"Because of the big waves, the canoe sank.",,,SN000428 ; SN001449
XV000450,kvw,Teta beting medisi kaikur gèpai.,,,We make combs with bamboo.,,,SN000430
XV000451,kvw,Neta nekaka boli medi ong nèmura.,,,I take all my things and run.,,,SN000431
XV000452,kvw,ekaku,,,your younger sibling,,,SN000432
XV000453,kvw,nekaku lèmi,,,my younger brother,,,SN000432 ; SN000781
XV000454,kvw,nekaku mei,,,my younger sister,,,SN000432
XV000455,kvw,Pei ba teta gekalang iko medite.,,,We are going to remove the pig's testicles.,,,SN000435 ; SN000818
XV000456,kvw,Pei makang medi kali koli ba walisi pei ba gènai.,,,Put the pig food in the giant clam shell so the pig can eat.,,,SN000437 ; SN001110
XV000457,kvw,Nea gai kèrau medi kalulung sora.,,,My mother made a pillow with kapok.,,,SN000438 ; SN000559 ; SN001265
XV000458,kvw,Kamar ba wuding borong.,,,The room is very dark.,,,SN000439 ; SN001559
XV000459,kvw,lomu kana,,,already said,,,SN000440
XV000460,kvw,kèlal kang,,,good gong,,,SN000442 ; SN000549
XV000461,kvw,gèma kang,,,nice voice,,,SN000442 ; SN000791
XV000462,kvw,tèbutil kang gèlol,,,turn to the right,,,SN000443 ; SN001400
XV000463,kvw,Naida sai kang.,,,I know how to swim.,,,SN000444
XV000464,kvw,Naida kape nènai naung.,,,I don't drink coffee.,,,SN000445 ; SN000989
XV000465,kvw,Naida kapo nèpang gei.,,,May I not die.,,,SN000446
XV000466,kvw,Kapo tamsing gei.,,,May we not get hungry.,,,SN000446
XV000467,kvw,Kutual kari mira migèmita.,,,The dog sits in the winnowing basket,,,SN000447
XV000468,kvw,Nèkari.,,,I am hardworking.,,,SN000448
XV000469,kvw,Kalulung oba kasal kida.,,,This pillow is too hard.,,,SN000449 ; SN000471
XV000470,kvw,Wudi katang.,,,The sun is shining.,,,SN000451 ; SN001556
XV000471,kvw,Kau oba tènai boli.,,,This tuber cannot be eaten.,,,SN000452
XV000472,kvw,Saku deina gèkawai sèning.,,,Don't bother the elders.,,,SN000454
XV000473,kvw,Teta pèter kèbasi medi lakalsi durki gèkawai sèning.,,,We hang up the bunches of maize cobs so that mice can't interfere with them.,,,SN000454 ; SN000540
XV000474,kvw,Neta keng se.,,,I'm going to wear a cloth around the waist.,,,SN000458 ; SN001209
XV000475,kvw,Nea keng lola.,,,I set up a loom.,,,SN000460
XV000476,kvw,Keser aning kèdeisa gènai.,,,Kisar people eat sago.,,,SN000462 ; SN000547
XV000477,kvw,"Aya keng uding, ket gèma gèko.",,,The clouds are dark and so there is thunder.,,,SN000464 ; SN001560
XV000478,kvw,Omina keta kuruna.,,,There are hardly any guns here.,,,SN000465 ; SN000533 ; SN001065
XV000479,kvw,Gèket.,,,He defecated.,,,SN000466
XV000480,kvw,Omina ket surina kuruna.,,,There are hardly any guns here.,,,SN000467
XV000481,kvw,Ol pok gèket uli-uli.,,,The child has diahorrea.,,,SN000468
XV000482,kvw,Ol poko gènir iko kibira.,,,The child's eyes are infected with conjunctivitis.,,,SN000470
XV000483,kvw,kiki lau medi,,,pick flowers,,,SN000474
XV000484,kvw,Kikil pèter lak gèpasi lai.,,,The caterpillars have eaten the leaves of the maize plants.,,,SN000475
XV000485,kvw,kil bong,,,nail tree,,,SN000476
XV000486,kvw,tèkil,,,our armpit,,,SN000478
XV000487,kvw,Gèkil mèlasura.,,,His armpits stink.,,,SN000478 ; SN000957
XV000488,kvw,Neta kilapi medi ada lelau.,,,I fan the fire with the fire-fan.,,,SN000479 ; SN000666
XV000489,kvw,Bong kilar bala.,,,The are lots of twigs.,,,SN000480
XV000490,kvw,Mei poko kinai medi gèwai bong kilar tuki.,,,The girl brings the knife and cuts the branch.,,,SN000480 ; SN000481 ; SN001383
XV000491,kvw,kinaring bong,,,canarium tree,,,SN000482
XV000492,kvw,Kinaring bong poda,,,The canarium tree has been snapped.,,,SN000482
XV000493,kvw,Aking sèsai mèlasura.,,,Your breath stinks.,,,SN000483
XV000494,kvw,Nèking medi pokote war lailol.,,,I take a few breaths first and then start walking.,,,SN000483 ; SN001494
XV000495,kvw,Gèking ba burik gèpai.,,,His breathing is very shallow (almost snapped).,,,SN000484
XV000496,kvw,Gèking mèdit.,,,He is hot-headed.,,,SN000485 ; SN000486
XV000497,kvw,Saku poko gèking sèsai boli kana.,,,The old man is breathing with difficulty.,,,SN000487
XV000498,kvw,Neta api ba kir lakala.,,,I skewer the fish onto a string to hang up.,,,SN000488
XV000499,kvw,Nenang nèkiskol.,,,My older sibling was playing poking me.,,,SN000491
XV000500,kvw,Ol pok deing ko.,,,The children are crying.,,,SN000492
XV000501,kvw,Nea ko gèpai lemèker.,,,My mother cried in mourning.,,,SN000492 ; SN000679
XV000502,kvw,Naida nèkoa nènasu kida.,,,I live on my own.,,,SN000494 ; SN001025
XV000503,kvw,Lailol tèko mèna ba legèdap kana.,,,We have been walking so much that we are almost at the village.,,,SN000495 ; SN000603 ; SN000969
XV000504,kvw,Ol pok deing ko sui.,,,The children sobbed.,,,SN000496
XV000505,kvw,Koi bat tu no gèmita.,,,There are three baskets.,,,SN000498 ; SN000887
XV000506,kvw,kol teng bong,,,marongga tree,,,SN000500
XV000507,kvw,Kolang wasi,,,person from Kolana,,,SN000501 ; SN001499
XV000508,kvw,Naida nèwai Kolang.,,,I'm going to Kolana.,,,SN000501
XV000509,kvw,Kome gèdai.,,,The earthquake shook the ground.,,,SN000503
XV000510,kvw,Nekonto oba turu borong.,,,My responsibilities are very heavy.,,,SN000504 ; SN001389
XV000511,kvw,Nekor ba tro mina?,,,Where is my lime box?,,,SN000505
XV000512,kvw,Ol pok ba kor borong.,,,The child is very greedy.,,,SN000506
XV000513,kvw,Kot tèberi.,,,The fort is crumbling.,,,SN000507 ; SN001397
XV000514,kvw,Bong ba kowai.,,,The wood is bent.,,,SN000508
XV000515,kvw,Nepa ba kowasa.,,,My father is rich.,,,SN000509
XV000516,kvw,Naida nakara kowas bisa.,,,In the past I was wealthy.,,,SN000510 ; SN000995
XV000517,kvw,Nèteng ba bong kriba.,,,My hand gets caught on the tree.,,,SN000511
XV000518,kvw,Ol ba krika.,,,The child is an orphan.,,,SN000512 ; SN001052
XV000519,kvw,Sapi geku ba medi kana.,,,The cow's brain has already been removed.,,,SN000513 ; SN000818
XV000520,kvw,Sapi seri geku neta lemudili.,,,I sucked the marrow out of the beef bone.,,,SN000514 ; SN000598 ; SN000677 ; SN001204
XV000521,kvw,Kubung nadi pasi.,,,The mosquitoes are biting me.,,,SN000516 ; SN000986 ; SN001100
XV000522,kvw,Natok mèditite nekui.,,,"I have a sick stomach, so I fart.",,,SN000517
XV000523,kvw,Sabun gekula bal borong.,,,There is a lot of foam from the soap.,,,SN000518
XV000524,kvw,Aya maite kulak takadate.,,,"It's raining, so use the umbrella.",,,SN000520 ; SN001325
XV000525,kvw,Ol poko kuli skol.,,,Children must go to school,,,SN000522
XV000526,kvw,kuli boli,,,definitely broken,,,SN000523
XV000527,kvw,wor kum,,,round stone,,,SN000524
XV000528,kvw,Mede kamar min ba kuma.,,,The table in the room is round.,,,SN000524
XV000529,kvw,Nesesebuku mèditite kum nèmit boli.,,,My knee hurts do I can't squat.,,,SN000525 ; SN001225
XV000530,kvw,Matias gis ba kum paka.,,,Matias is very fat.,,,SN000526
XV000531,kvw,ira kumakar,,,dirty water,,,SN000527
XV000532,kvw,Ol poko deing ma legèlalite kumakar.,,,"When children play on the dusty ground, they get dirty.",,,SN000527 ; SN000789
XV000533,kvw,Saku mei ba kumes lai.,,,The old lady is hunched over.,,,SN000528
XV000534,kvw,Kalangbas mina araka kur naung.,,,Rice doesn't grow in Kalabahi.,,,SN000529
XV000535,kvw,Nekureng leboli.,,,My bottom has sores on it.,,,SN000530
XV000536,kvw,gèlas gekureng,,,bottom of the glass,,,SN000531
XV000537,kvw,Taida kurung kèlaba mitèko.,,,We live on very little (lit. we live in shortage).,,,SN000534
XV000538,kvw,Kusing ba ika.,,,The ants are red.,,,SN000535
XV000539,kvw,Kusing ba gai newaka mikikia.,,,The ant bit my foot.,,,SN000535 ; SN000862
XV000540,kvw,wota kèbai,,,young coconut,,,SN000538
XV000541,kvw,pèter mada kèbai,,,stir rice,,,SN000539
XV000542,kvw,pèter kèbaisa,,,bunch of maize cobs,,,SN000540
XV000543,kvw,Nesakalak kèdar kana.,,,My shoes have got holes.,,,SN000544 ; SN001192
XV000544,kvw,Lèku ba bong kèdar mina.,,,There's a civet in the tree hollow.,,,SN000545 ; SN000774
XV000545,kvw,Kèdil yona semel ong midi tona mina.,,,Lift the platform over there up and place it up there.,,,SN000548 ; SN001363 ; SN001542 ; SN001547
XV000546,kvw,kèlal mèrung,,,small gong,,,SN000549 ; SN000977
XV000547,kvw,nèteng kèlesi,,,my finger (hand digit),,,SN000550
XV000548,kvw,Gewak kèlesi ba kèrup lai.,,,The toes of his feet are completely (covered in) sores.,,,SN000550 ; SN000560
XV000549,kvw,Sam mèlenya pèter sibai med gekèlesing lelakalte leboli kana.,,,Yesterday Sam carried the basket of corn hanging from his shoulder and got injured.,,,SN000551
XV000550,kvw,kibilko kèlokul,,,blue thread,,,SN000552
XV000551,kvw,ekèlut,,,your skin,,,SN000554
XV000552,kvw,bong kèlut,,,tree bark,,,SN000555
XV000553,kvw,Kèpe ba lèmukul kida.,,,That rope is very long.,,,SN000556 ; SN000784
XV000554,kvw,Ol pok gelokmang unang balte kèpir gèko.,,,"The child has a lot of lice on its head, and so scratches it continually.",,,SN000558
XV000555,kvw,Yèmaisi kèwali tèmiti.,,,Come and we will sit in a circle.,,,SN000562
XV000556,kvw,Nèladi.,,,I'm shy.,,,SN000563
XV000557,kvw,Gèladi naung.,,,He's not shy.,,,SN000563
XV000558,kvw,Aningkang gèmai ladi gètatidu.,,,The people arrived and they all stood in a bunch.,,,SN000564
XV000559,kvw,Beting ba kur ladi gètati.,,,The bamboo grows standing in a bunch.,,,SN000564
XV000560,kvw,Basar ba lai.,,,The market was finished.,,,SN000565
XV000561,kvw,Andreas ba gèwili lai.,,,Andreas finished bathing.,,,SN000566
XV000562,kvw,Kutual ba ira kou mitaingte ires lai.,,,The dog fell into the pond and then was totally wet.,,,SN000567
XV000563,kvw,Gètati lailol.,,,He stood up and left.,,,SN000569 ; SN001337
